name,latitude,longitude,type,rating,comment,status
Henry M. Jackson Playground,40.71403546,-73.98170277,Other,N/A,"Other, In Playground, Near Ballfield",Active
Red Hook Recreation Area,40.6733696,-74.00378524,A,N/A,"A, Out in Open",Active
Bayside Playground,40.58485323,-73.82511349,D,N/A,"D, Just Outside Playground",Active
Cunningham Park,40.72921609,-73.77327591,A,N/A,"A, Near Ballfield, Out in Open",Active
Prospect Park,40.66801989,-73.97377419,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, Out in Open",Active
Prospect Park,40.66854191,-73.96807417,A,N/A,"A, In Shade, Under Tree",Active
Haffen Park,40.87346977,-73.83927629,A,N/A,"A, Just Outside Playground, In Shade",Active
J. Hood Wright Park,40.84687685,-73.94138452,B,N/A,"B, Out in Open",Active
Wakefield Playground,40.90178956,-73.85475746,CS Metal,N/A,"CS Metal, In Shade, In Playground",Active
Forest Park,40.69659591,-73.86042824,E Wheelchair,N/A,"E Wheelchair, In Shade",Active
Watson Gleason Playground,40.82780392,-73.86878075,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Flushing Meadows Corona Park,40.74031575,-73.84205659,A,N/A,"A, Out in Open, Under Tree",Active
Fort Tryon Park,40.86492339,-73.92930997,C,N/A,"C, In Playground",Active
Samuel Seabury Playground,40.78520377,-73.95058194,E Wheelchair Child,N/A,"E Wheelchair Child, Near Ballfield",Active
Marcus Garvey Park,40.80341391,-73.94267932,Bottle Filler,N/A,"Bottle Filler, Under Tree, Just Outside Playground, Near Ballfield",Active
Wingate Park,40.65895352,-73.94465014,D,N/A,"D, Under Tree, In Shade",Active
Flushing Meadows Corona Park,40.73351419,-73.83718268,A,N/A,"A, Out in Open",Active
Franklin D. Roosevelt Boardwalk and Beach,40.57001052,-74.08867621,A,N/A,"A, Out in Open",Active
Playground 52 LII,40.8152742,-73.90153151,F High Low,N/A,"F High Low, In Playground",Active
Union Square Park,40.73556447,-73.99078619,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
East Springfield Playground,40.69797892,-73.74036946,A,N/A,"A, Near Ballfield",Active
Pelham Bay Park,40.85182867,-73.82477244,Trough,N/A,"Trough, Out in Open",Active
William Sheridan Playground,40.71546454,-73.9639842,C,N/A,"C, Under Tree, In Playground, In Shade",Active
P.O. Serrano Playground,40.82352049,-73.85058769,CS Metal,N/A,"CS Metal, In Playground, In Shade",Active
Cunningham Park,40.72979431,-73.77342565,A,N/A,"A, Out in Open",Active
Dunbar Playground,40.82302876,-73.90603417,D,N/A,"D, Out in Open, Near Ballfield",Active
Augustus St. Gaudens Playground,40.73550445,-73.9822757,C,N/A,"C, In Playground",Active
McGuire Fields,40.62039106,-73.90001394,D,N/A,"D, Out in Open, Near Ballfield",Active
St. Nicholas Park,40.81593843,-73.94885833,A,N/A,"A, Near Ballfield, Just Outside Playground",Active
Pulaski Playground,40.69339479,-73.94133759,F High Low,N/A,"F High Low, In Playground, Near Ballfield",Active
Hart Playground,40.74869013,-73.89717976,A,N/A,"A, Out in Open",Active
Bufano Park,40.8379906,-73.83104981,CS Metal,N/A,"CS Metal, In Playground, Out in Open",Active
Westbourne Playground,40.60827438,-73.76466381,C,N/A,"C, In Playground",Active
Cunningham Park,40.73461575,-73.76954846,A,N/A,"A, Out in Open, Near Ballfield",Active
Mahoney Playground,40.64342022,-74.08611255,C,N/A,"C, Near Ballfield",Active
"Phil ""Scooter"" Rizzuto Park",40.69428087,-73.82173859,A,N/A,"A, In Playground",Active
Hudson Park,40.75542067,-74.0006199,F,N/A,"F, Out in Open",Active
Belmont Playground,40.85055906,-73.88752205,C,N/A,C,Active
Red Hook Recreation Area,40.67374755,-74.00380692,C,N/A,"C, In Playground",Active
McCarren Park,40.72058893,-73.95382104,A,N/A,"A, Near Ballfield, Out in Open",Active
Pelham Bay Park,40.8680367,-73.79271042,A,N/A,"A, Out in Open",Active
Lincoln Terrace / Arthur S. Somers Park,40.66641504,-73.92756792,Other,N/A,"Other, In Playground",Active
Conch Playground,40.59548204,-73.78016825,Bottle Filler High Low,N/A,"Bottle Filler High Low, Just Outside Playground",Active
Beach 30th Street Playground,40.59264589,-73.76185594,D,N/A,"D, In Playground",Active
Printers Park,40.82401839,-73.89100256,C,N/A,"C, In Playground",Active
George Walker Jr. Park,40.67865385,-73.89494544,C,N/A,"C, In Playground",Active
Parade Ground,40.65024347,-73.96792571,A,N/A,"A, Out in Open, Near Ballfield",Active
Scarangella Park,40.59384515,-73.98417915,A,N/A,"A, In Playground, Out in Open",Active
Flushing Meadows Corona Park,40.7229147,-73.82691339,A,N/A,"A, In Playground",Active
Christopher J. Igneri Playground,40.60873181,-74.11942865,CS Concrete,N/A,"CS Concrete, In Shade",Active
Shore Park and Parkway,40.62183266,-74.04057886,C,N/A,"C, Under Tree",Active
Isham Park,40.86917688,-73.91982132,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Wald Playground,40.71946296,-73.97704623,C,N/A,"C, In Playground, Near Ballfield, Under Tree",Active
Tanahey Playground,40.7103754,-73.99457718,C,N/A,"C, Under Tree, Near Ballfield",Active
Col. Young Playground,40.81925424,-73.93653938,A,N/A,"A, Under Tree, In Shade, In Playground, Near Ballfield",Active
Schmul Park,40.58970481,-74.18709433,Trough,N/A,"Trough, Just Outside Playground",Active
Goble Playground,40.84371469,-73.91730246,A,N/A,"A, Out in Open, In Playground",Active
Flushing Meadows Corona Park,40.75038169,-73.83664979,A,N/A,"A, Out in Open",Active
Bailey Playground,40.88078491,-73.90090384,A,N/A,"A, Under Tree, In Shade",Active
McGuire Fields,40.6204162,-73.90135464,D,N/A,"D, Out in Open, Near Ballfield",Active
Prospect Park,40.66704718,-73.97295856,B,N/A,"B, In Playground",Active
Mathews-Palmer Playground,40.76124089,-73.99298437,F High Low,N/A,"F High Low, In Shade, Under Tree, In Playground",Active
Cypress Hills Playground,40.67011439,-73.87116571,A,N/A,"A, Near Ballfield, Out in Open",Active
Coney Island Beach & Boardwalk,40.57540242,-73.95608531,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Fresh Meadows Playground,40.73443791,-73.79611141,A,N/A,"A, In Playground",Active
Edmonds Playground,40.68918685,-73.97174516,A,N/A,"A, In Playground",Active
Galileo Playground,40.84863421,-73.91567358,D,N/A,"D, Under Tree, In Playground",Active
Central Park,40.77236306,-73.96783983,E Wheelchair,N/A,"E Wheelchair, Just Outside Playground",Active
Washington Square Park,40.73118249,-73.99843493,E Wheelchair,N/A,"E Wheelchair, Under Tree, Just Outside Playground",Active
Flushing Meadows Corona Park,40.74196401,-73.84961008,A,N/A,"A, Just Outside Playground, Under Tree",Active
Detective Keith L Williams Park,40.70199408,-73.7835396,D,N/A,"D, Just Outside Playground",Active
MacDonald Park,40.7220232,-73.84629977,D,N/A,"D, Out in Open",Active
Bleecker Playground,40.73634319,-74.0054869,C,N/A,"C, In Shade, In Playground",Active
Green Central Knoll,40.70182242,-73.93234539,A,N/A,"A, Out in Open, Near Ballfield",Active
Bushwick Inlet Park,40.72181212,-73.96090657,E Wheelchair Child,N/A,"E Wheelchair Child, Near Ballfield, Out in Open",Active
Stapleton Playground,40.6232606,-74.07924738,A,N/A,"A, Near Ballfield",Active
De Hostos Playground,40.7027126,-73.94941815,A,N/A,"A, Out in Open, In Playground",Active
Howard Playground,40.67170977,-73.90783996,A,N/A,"A, Under Tree, In Playground",Active
Golconda Playground,40.69764764,-73.98254134,C,N/A,"C, In Shade, Out in Open",Active
Pomonok Playground,40.73610902,-73.8139962,C,N/A,"C, In Playground",Active
Riverside Park,40.814891,-73.96229735,CS Concrete,N/A,"CS Concrete, In Playground",Active
P.S. 155 Playground,40.79741615,-73.93545262,A,N/A,"A, Under Tree, Near Ballfield, In Playground",Active
Laurelton Parkway,40.68435174,-73.72743864,D,N/A,"D, Near Ballfield",Active
South Pacific Playground,40.6754744,-73.92045245,C,N/A,"C, In Playground",Active
St. John's Recreation Center,40.67369139,-73.93390177,C,N/A,"C, Out in Open",Active
Farm Playground,40.7359737,-73.77722014,D,N/A,"D, In Playground",Active
Centreville Playground,40.67010175,-73.8394761,A,N/A,"A, In Playground",Active
Riverside Park,40.81154526,-73.96419102,A,N/A,"A, Out in Open",Active
Loreto Playground,40.84928462,-73.85267341,E Wheelchair Child,N/A,"E Wheelchair Child, Under Tree",Active
Owl's Head Park,40.64048911,-74.03353254,C,N/A,"C, Under Tree",Active
Riverside Park,40.80349195,-73.97203334,E Wheelchair,N/A,"E Wheelchair, Under Tree, Near Ballfield",Active
Battery Park City,40.71354569,-74.01688317,Other,N/A,"Other, Under Tree",Active
Clark Playground,40.81392247,-73.92127413,D,N/A,"D, Out in Open, In Playground",Active
Tall Oak Playground,40.74628861,-73.75824594,CS Concrete,N/A,"CS Concrete, In Playground",Active
Moore Playground,40.80947222,-73.93872427,D,N/A,"D, Near Ballfield, Just Outside Playground",Active
Cross Island Parkway,40.78789172,-73.79278862,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Chester Playground,40.66848551,-73.91184527,C,N/A,"C, Under Tree, In Shade, Out in Open, Near Ballfield, Just Outside Playground",Active
St. James Park,40.86599772,-73.8974438,A,N/A,"A, Out in Open",Active
Martinez Playground,40.70900816,-73.94431741,C,N/A,"C, Near Ballfield, Just Outside Playground",Active
Crocheron Park,40.77197519,-73.76924299,C,N/A,"C, Out in Open",Active
Thorpe Family Playground,40.85617124,-73.89483933,C,N/A,"C, Out in Open, In Playground",Active
Junction Playground,40.7545511,-73.87222831,D,N/A,"D, Out in Open",Active
Washington Park,40.67292927,-73.98585538,F Dog,N/A,"F Dog, Out in Open",Active
Astoria Park,40.77605173,-73.92488338,A,N/A,"A, In Playground",Active
Juniper Valley Park,40.71977931,-73.88039775,A,N/A,"A, Near Ballfield",Active
Astoria Park,40.78024554,-73.92208337,A,N/A,"A, Out in Open, Under Tree",Active
Alley Athletic Playground,40.739623,-73.73441557,C,N/A,"C, Just Outside Playground",Active
Evergreen Park,40.69818174,-73.89641859,A,N/A,"A, Under Tree",Active
Forest Park,40.70120056,-73.85440791,A,N/A,"A, In Shade",Active
Dr. Ronald McNair Park,40.67025061,-73.96199741,Other,N/A,"Other, Out in Open",Active
Mount Prospect Park,40.67154904,-73.96721938,Other,N/A,"Other, Out in Open",Active
St. Michael's Playground,40.75820518,-73.90026746,C,N/A,"C, In Playground",Active
John V. Lindsay East River Park,40.71339427,-73.97663507,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
John V. Lindsay East River Park,40.71580019,-73.97520449,A,N/A,"A, Near Ballfield",Active
Central Park,40.79799334,-73.9524686,B,N/A,"B, Out in Open",Active
Flushing Meadows Corona Park,40.73530173,-73.8433786,D,N/A,"D, In Playground",Active
Epiphany Playground,40.70851169,-73.96572978,A,N/A,"A, Under Tree, In Shade, Just Outside Playground",Active
Bronx River Parkway,40.87294595,-73.871056,D,N/A,"D, In Playground",Active
"""Uncle"" Vito E. Maranzano Glendale Playground",40.70484041,-73.88155965,Other,N/A,"Other, Just Outside Playground, Near Ballfield",Active
Ramon Aponte Park,40.76147007,-73.98945263,F High Low,N/A,"F High Low, In Playground",Active
Frederick Douglass Playground,40.79736764,-73.96770918,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Fort Greene Park,40.69234225,-73.97725661,A,N/A,"A, In Playground",Active
Marcy Playground,40.69562781,-73.95007926,C,N/A,"C, In Playground, Under Tree",Active
Marlboro Playground,40.59126395,-73.98111174,C,N/A,"C, Out in Open, In Playground",Active
Coney Island Beach & Boardwalk,40.57461766,-73.96920257,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Flushing Meadows Corona Park,40.76018457,-73.84829206,B,N/A,"B, Out in Open",Active
Cedar Playground,40.85554546,-73.91725949,D,N/A,"D, Under Tree, In Playground",Active
Springfield Park,40.66005977,-73.76247666,D,N/A,"D, Just Outside Playground",Active
Central Park,40.77307063,-73.97412036,B,N/A,"B, Under Tree, In Shade, Out in Open",Active
Central Park,40.7846896,-73.96837478,B,N/A,"B, In Playground",Active
Commodore Barry Park,40.69657612,-73.97909456,A,N/A,"A, Out in Open, Near Ballfield",Active
Whitey Ford Field,40.77723073,-73.93511678,D,N/A,"D, Near Ballfield",Active
Bronx Park,40.85304649,-73.87056455,C,N/A,"C, Near Ballfield",Active
Riverside Park South,40.77978363,-73.98851645,D,N/A,"D, Out in Open",Active
Hart Playground,40.7740577,-73.8194031,D,N/A,"D, In Playground",Active
Manhattan Beach Park,40.5761518,-73.94176146,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Betsy Head Park,40.66307371,-73.91429242,A,N/A,"A, Near Ballfield",Active
Highland Park,40.68407733,-73.88555154,A,N/A,"A, In Playground",Active
Watson Gleason Playground,40.82907509,-73.86899521,B,N/A,"B, In Playground, Under Tree",Active
Manhattan Beach Park,40.57675697,-73.94297333,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Ehrenreich-Austin Playground,40.71544998,-73.8368261,C,N/A,"C, Out in Open, Just Outside Playground",Active
Central Park,40.76736058,-73.9781628,B,N/A,"B, Under Tree",Active
Spring Creek Park,40.64838495,-73.87402088,E High Low,N/A,"E High Low, Near Ballfield",Active
West Playground,40.5865679,-73.96992651,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Whitey Ford Field,40.77727306,-73.93450702,A,N/A,"A, Near Ballfield",Active
Judge Moses Weinstein Playground,40.71754928,-73.82026072,A,N/A,"A, Near Ballfield",Active
Gonzalo Plasencia Playground,40.65231628,-74.00833638,C,N/A,"C, In Playground",Active
Grand Central Parkway Extension,40.76160257,-73.85836151,C,N/A,"C, Out in Open, Under Tree",Active
Midland Field,40.57595761,-74.09742149,A,N/A,"A, Near Ballfield",Active
Stuyvesant Square,40.73292223,-73.9836468,E Wheelchair Dog,N/A,"E Wheelchair Dog, Under Tree",Active
Wards Island Park,40.78476722,-73.9353955,B,N/A,"B, Under Tree, Out in Open",Active
Tecumseh Playground,40.78180594,-73.97875661,C,N/A,"C, Under Tree, In Playground, Near Ballfield",Active
Central Park,40.77007383,-73.97020419,B,N/A,"B, Under Tree, In Shade, Just Outside Playground",Active
Jerome Playground,40.65884714,-73.87948844,D,N/A,"D, Just Outside Playground",Active
Bildersee Playground,40.63591075,-73.91216192,A,N/A,"A, Out in Open, In Playground",Active
Roy Wilkins Recreation Center,40.68538995,-73.77087455,A,N/A,"A, Near Ballfield",Active
Marconi Park,40.69392067,-73.79519695,C,N/A,"C, Under Tree",Active
Franklin D. Roosevelt Boardwalk and Beach,40.5690677,-74.09106925,A,N/A,"A, Out in Open",Active
Aqueduct Walk,40.85775076,-73.90842641,C,N/A,"C, Under Tree, Just Outside Playground",Active
McCaffrey Playground,40.75896579,-73.99120684,C,N/A,"C, In Playground, Near Ballfield, Under Tree",Active
Tompkins Square Park,40.72711666,-73.98149064,A,N/A,"A, Under Tree, Near Ballfield, Just Outside Playground",Active
Van Voorhees Park,40.68990849,-73.99972154,C,N/A,"C, Just Outside Playground",Active
Coffey Park,40.67750517,-74.00862081,E Wheelchair,N/A,"E Wheelchair, Just Outside Playground",Active
Oakland Gardens,40.75314595,-73.75956421,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Dyker Beach Park,40.60671673,-74.01642039,A,N/A,"A, In Playground",Active
First Park,40.7234998,-73.98929487,C,N/A,"C, Under Tree, Near Ballfield, Just Outside Playground",Active
Rodney Playground Center,40.71016922,-73.95556988,E Wheelchair,N/A,"E Wheelchair, In Shade, In Playground",Active
Haffen Park,40.87392522,-73.83890083,A,N/A,"A, Under Tree, In Shade",Active
Coney Island Beach & Boardwalk,40.57298094,-73.98052101,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Concrete Plant Park,40.82606115,-73.88506559,Other,N/A,"Other, Out in Open",Active
Harvey Park,40.78375137,-73.82278424,A,N/A,"A, Near Ballfield",Active
Fort Washington Park,40.83896486,-73.94603057,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Central Park,40.77048261,-73.97668726,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, In Shade, Under Tree",Active
Ferry Point Park,40.820121,-73.82626403,CS Metal,N/A,"CS Metal, Just Outside Playground",Active
Alley Park,40.74706238,-73.74585089,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Prospect Park,40.65916853,-73.96376903,B,N/A,B,Active
Vesuvio Playground,40.72556934,-74.00244051,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Henry Hudson Park,40.88100416,-73.92153393,A,N/A,"A, Near Ballfield",Active
Detective Keith L Williams Park,40.70337516,-73.7842369,A,N/A,"A, Out in Open",Active
Equity Park,40.69165809,-73.85350951,A,N/A,"A, In Playground",Active
Asphalt Green,40.77940913,-73.94441593,E High Low,N/A,"E High Low, Under Tree",Active
Sol Lain Plgd,40.71423177,-73.98392124,Bottle Filler High Low,N/A,"Bottle Filler High Low, Under Tree, Near Ballfield, In Playground",Active
Marcus Garvey Park,40.80593144,-73.94373248,B,N/A,"B, In Playground",Active
Queensbridge Park,40.75624998,-73.94939444,C,N/A,"C, Near Ballfield",Active
Grover Cleveland Playground,40.71075424,-73.91133099,C,N/A,"C, In Playground",Active
Commodore Barry Park,40.69723462,-73.98030573,A,N/A,"A, Near Ballfield",Active
Ericsson Playground,40.71991393,-73.94805578,A,N/A,"A, Out in Open",Active
Robert L. Clinkscales Playground and Community Garden,40.82274849,-73.93987126,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Belmont Playground,40.85005683,-73.88801211,C,N/A,C,Active
Central Park,40.79368783,-73.96236269,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Calvert Vaux Park,40.58601372,-73.99272684,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield",Active
Gun Hill Playground,40.87475636,-73.86540139,E Wheelchair Dog,N/A,"E Wheelchair Dog, In Playground, In Shade",Active
East Flatbush Children's Park,40.66329868,-73.92691308,C,N/A,"C, Out in Open, In Playground",Active
Rockaway Freeway,40.59092529,-73.80876226,F High Low,N/A,"F High Low, Out in Open",Active
Bayswater Park,40.59854818,-73.76772663,A,N/A,"A, Out in Open",Active
Long Island Mews,40.73606751,-73.89029279,A,N/A,"A, Under Tree",Active
Allerton Playground,40.86565973,-73.85057928,CS Metal,N/A,"CS Metal, In Playground",Active
West Bronx Recreation Center,40.84417826,-73.91958702,D,N/A,"D, Out in Open",Active
De Witt Clinton Park,40.76775408,-73.9945122,D,N/A,"D, Under Tree, Near Ballfield",Active
Grace Playground,40.67160228,-73.89456335,A,N/A,"A, Just Outside Playground",Active
Parade Ground,40.64909333,-73.96961708,A,N/A,"A, Under Tree, Near Ballfield, In Shade",Active
Breukelen Ballfields,40.65148188,-73.89103982,C,N/A,"C, Out in Open, Near Ballfield",Active
St. John's Recreation Center,40.67483188,-73.93354292,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Arcilla Playground,40.82722669,-73.91447834,A,N/A,"A, Out in Open",Active
Police Officer Edward Byrne Park,40.66713374,-73.80772406,A,N/A,"A, Near Ballfield",Active
Sheepshead Playground,40.58909077,-73.94026421,D,N/A,"D, In Playground",Active
Markham Playground,40.62307518,-74.14637146,A,N/A,"A, In Playground",Active
Union Square Park,40.73599375,-73.98996099,B,N/A,"B, Under Tree, Just Outside Playground",Active
